customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,MonthlyCharges,TotalCharges,Churn
CUST1538,Male,0,No,No,45,Month-to-month,Mailed check,DSL,No,No,84.77,3816.13,Yes
CUST1539,Female,0,Yes,No,51,Month-to-month,Mailed check,Fiber optic,Yes,No,69.42,3481.41,Yes
CUST1540,Male,0,Yes,Yes,9,One year,Credit card,No,Yes,Yes,92.19,833.51,No
CUST1541,Female,0,No,No,40,Month-to-month,Credit card,DSL,Yes,No,66.88,2687.05,No
CUST1542,Male,0,Yes,No,2,Month-to-month,Credit card,Fiber optic,Yes,No,47.31,147.75,Yes
CUST1543,Female,0,Yes,No,58,Month-to-month,Credit card,Fiber optic,Yes,No,55.07,3268.78,No
CUST1544,Male,1,No,No,51,Month-to-month,Bank transfer,Fiber optic,No,No,105.63,5336.16,No
CUST1545,Female,0,Yes,Yes,33,One year,Mailed check,Fiber optic,No,Yes,65.74,2187.16,Yes
CUST1546,Male,0,Yes,Yes,48,Month-to-month,Bank transfer,DSL,No,Yes,39.77,1798.09,Yes
CUST1547,Female,0,No,Yes,27,One year,Mailed check,Fiber optic,No,Yes,113.33,3102.47,No
CUST1548,Female,0,Yes,Yes,12,Month-to-month,Credit card,DSL,No,No,99.25,1245.87,No
CUST1549,Male,0,No,Yes,68,Two year,Credit card,Fiber optic,Yes,No,23.68,1476.65,No
CUST1550,Male,1,No,Yes,66,Month-to-month,Bank transfer,DSL,Yes,No,119.89,7895.78,Yes
CUST1551,Female,0,Yes,No,60,One year,Electronic check,DSL,No,Yes,88.88,5287.95,Yes
CUST1552,Male,0,No,No,59,One year,Credit card,No,Yes,No,34.35,2009.56,No
CUST1553,Female,1,No,No,70,Month-to-month,Electronic check,Fiber optic,Yes,No,42.19,2926.3,No
CUST1554,Male,0,Yes,No,23,Two year,Mailed check,No,Yes,No,88.63,2036.31,No
CUST1555,Female,0,No,No,62,One year,Bank transfer,DSL,No,No,97.54,6096.85,No
CUST1556,Female,0,Yes,Yes,60,Month-to-month,Electronic check,Fiber optic,No,No,42.38,2527.11,Yes
CUST1557,Female,0,No,No,22,Month-to-month,Electronic check,DSL,No,No,44.21,923.25,No
CUST1558,Female,0,Yes,Yes,29,Two year,Credit card,No,No,Yes,49.33,1420.69,No
CUST1559,Female,1,Yes,No,59,One year,Electronic check,Fiber optic,No,Yes,79.0,4648.34,Yes
CUST1560,Female,0,Yes,No,17,Month-to-month,Electronic check,DSL,No,Yes,35.53,599.68,No
CUST1561,Male,0,No,No,55,Month-to-month,Mailed check,No,No,No,28.63,1543.25,No
CUST1562,Male,0,Yes,Yes,52,Two year,Bank transfer,DSL,Yes,No,87.24,4554.61,No
CUST1563,Male,0,Yes,Yes,6,One year,Credit card,Fiber optic,Yes,Yes,97.47,649.49,No
CUST1564,Female,0,Yes,No,68,One year,Credit card,No,Yes,No,69.09,4634.67,No
CUST1565,Female,0,No,Yes,71,Month-to-month,Electronic check,No,Yes,No,55.11,3935.35,No
CUST1566,Female,0,No,No,51,One year,Mailed check,No,Yes,No,62.07,3213.56,No
CUST1567,Female,0,No,No,3,Month-to-month,Electronic check,DSL,No,No,57.62,151.16,Yes
CUST1568,Male,0,No,No,33,Month-to-month,Electronic check,DSL,No,No,115.92,3887.97,Yes
CUST1569,Male,0,No,No,68,One year,Credit card,DSL,No,No,96.35,6548.77,No
CUST1570,Female,0,Yes,No,32,Two year,Electronic check,Fiber optic,No,No,39.22,1198.74,No
CUST1571,Male,0,No,Yes,68,Month-to-month,Electronic check,No,No,No,57.19,3825.34,Yes
CUST1572,Male,0,No,No,37,Month-to-month,Mailed check,DSL,No,No,73.49,2758.37,Yes
CUST1573,Female,1,No,No,25,One year,Credit card,Fiber optic,No,Yes,80.52,2047.64,Yes
CUST1574,Male,0,No,No,0,Month-to-month,Bank transfer,DSL,Yes,No,65.75,78.21,Yes
CUST1575,Female,0,Yes,Yes,3,Two year,Mailed check,DSL,Yes,No,100.63,335.43,Yes
CUST1576,Male,0,Yes,No,38,One year,Mailed check,Fiber optic,No,No,96.3,3654.43,No
CUST1577,Female,0,No,No,53,Month-to-month,Mailed check,Fiber optic,No,No,69.53,3709.21,Yes
CUST1578,Female,0,No,No,32,Two year,Credit card,No,Yes,No,105.15,3368.4,No
CUST1579,Female,0,No,No,32,One year,Electronic check,DSL,Yes,No,94.61,3010.89,No
CUST1580,Female,0,No,Yes,71,Two year,Bank transfer,Fiber optic,No,Yes,97.42,6889.35,No
CUST1581,Male,0,No,No,19,One year,Credit card,DSL,Yes,No,115.55,2109.3,No
CUST1582,Female,0,Yes,No,15,Two year,Electronic check,DSL,No,Yes,45.18,640.59,No
CUST1583,Female,0,No,No,20,Month-to-month,Mailed check,Fiber optic,Yes,Yes,45.3,905.02,No
CUST1584,Female,1,Yes,No,44,Month-to-month,Credit card,No,No,No,108.67,4646.17,Yes
CUST1585,Male,0,Yes,Yes,61,Two year,Electronic check,DSL,Yes,Yes,96.77,5877.23,No
CUST1586,Female,0,Yes,No,30,Month-to-month,Bank transfer,DSL,No,No,112.51,3421.33,No
CUST1587,Male,0,No,No,41,Month-to-month,Bank transfer,Fiber optic,Yes,No,24.44,1069.2,Yes
CUST1588,Female,0,Yes,No,11,One year,Electronic check,DSL,No,No,82.03,875.96,No
CUST1589,Male,0,Yes,No,64,Two year,Credit card,No,No,Yes,32.75,2067.75,No
CUST1590,Male,0,No,No,72,Month-to-month,Mailed check,Fiber optic,No,No,69.4,4960.8,No
CUST1591,Female,1,Yes,No,2,Two year,Electronic check,DSL,No,No,33.89,39.86,No
CUST1592,Male,0,No,Yes,8,One year,Mailed check,Fiber optic,No,No,31.06,305.61,No
CUST1593,Female,0,No,No,50,Month-to-month,Bank transfer,Fiber optic,No,No,19.24,1043.46,No
CUST1594,Female,0,No,No,15,Two year,Electronic check,DSL,No,Yes,82.28,1149.78,No
CUST1595,Female,0,No,No,2,Month-to-month,Bank transfer,Fiber optic,No,No,54.62,68.67,Yes
CUST1596,Male,0,Yes,No,23,Month-to-month,Mailed check,DSL,No,No,28.73,567.62,Yes
CUST1597,Male,0,No,No,72,Month-to-month,Mailed check,Fiber optic,Yes,Yes,50.93,3665.53,No
CUST1598,Female,0,Yes,No,12,Month-to-month,Electronic check,DSL,No,No,35.23,398.34,Yes
CUST1599,Female,1,No,No,1,Month-to-month,Electronic check,No,No,No,114.05,132.0,Yes
CUST1600,Male,0,Yes,Yes,70,Two year,Electronic check,Fiber optic,No,Yes,50.64,3577.96,No
CUST1601,Female,0,No,No,20,Two year,Bank transfer,DSL,No,No,52.06,1068.81,No
CUST1602,Female,0,Yes,Yes,18,One year,Mailed check,No,No,Yes,103.67,1783.76,No
CUST1603,Female,0,Yes,No,46,One year,Mailed check,DSL,No,No,84.07,3865.93,No
CUST1604,Male,0,Yes,Yes,21,Month-to-month,Bank transfer,Fiber optic,No,No,90.44,1814.45,No
CUST1605,Male,0,Yes,No,32,Month-to-month,Electronic check,Fiber optic,No,No,82.87,2738.68,Yes
CUST1606,Male,0,No,No,31,Two year,Credit card,DSL,No,No,114.51,3532.08,No
CUST1607,Female,0,Yes,No,63,Month-to-month,Electronic check,No,No,Yes,39.11,2395.61,No
CUST1608,Female,0,No,No,38,Month-to-month,Credit card,Fiber optic,No,Yes,118.88,4490.23,Yes
CUST1609,Female,0,No,No,71,One year,Credit card,DSL,No,Yes,102.76,7306.35,No
CUST1610,Male,1,No,Yes,41,Month-to-month,Bank transfer,Fiber optic,No,No,78.08,3237.94,Yes
CUST1611,Female,0,Yes,No,8,Two year,Mailed check,Fiber optic,No,No,85.56,749.5,No
CUST1612,Female,0,Yes,No,24,Month-to-month,Mailed check,No,Yes,No,84.18,2023.47,Yes
CUST1613,Female,0,No,Yes,1,Month-to-month,Mailed check,DSL,No,Yes,23.96,7.27,Yes
CUST1614,Female,0,Yes,No,18,Month-to-month,Mailed check,Fiber optic,No,No,40.24,758.57,No
CUST1615,Male,0,Yes,No,19,One year,Bank transfer,Fiber optic,No,No,116.07,2238.21,Yes
CUST1616,Male,1,No,No,69,Month-to-month,Credit card,Fiber optic,Yes,No,72.51,5009.13,No
CUST1617,Female,0,No,Yes,16,Month-to-month,Mailed check,Fiber optic,No,No,56.59,945.92,No
CUST1618,Male,0,No,No,67,Two year,Credit card,DSL,No,Yes,95.73,6383.4,No
CUST1619,Male,0,Yes,Yes,2,Two year,Bank transfer,Fiber optic,No,Yes,71.5,141.8,Yes
CUST1620,Female,0,No,Yes,50,Month-to-month,Electronic check,Fiber optic,No,No,19.34,865.35,Yes
CUST1621,Female,0,Yes,No,25,Month-to-month,Bank transfer,No,No,No,93.1,2396.99,No
CUST1622,Male,0,Yes,No,55,Month-to-month,Mailed check,DSL,No,Yes,92.69,5073.37,Yes
CUST1623,Female,1,No,No,63,Two year,Electronic check,Fiber optic,Yes,Yes,34.85,2265.33,No
CUST1624,Male,0,Yes,Yes,7,Two year,Bank transfer,No,No,No,115.58,776.25,Yes
CUST1625,Female,0,Yes,No,36,Month-to-month,Bank transfer,Fiber optic,Yes,No,40.84,1485.35,No
CUST1626,Male,0,Yes,No,26,One year,Credit card,No,No,Yes,64.69,1684.68,No
CUST1627,Female,0,No,No,44,Month-to-month,Bank transfer,No,No,No,29.7,1276.7,Yes
CUST1628,Male,0,No,No,3,Month-to-month,Electronic check,Fiber optic,No,No,79.53,262.57,Yes
CUST1629,Male,0,No,Yes,36,Month-to-month,Bank transfer,Fiber optic,No,No,56.3,2090.65,Yes
CUST1630,Male,0,No,No,70,Month-to-month,Mailed check,DSL,Yes,No,54.02,3870.89,No
CUST1631,Female,0,Yes,No,32,Month-to-month,Credit card,Fiber optic,No,Yes,102.35,3312.34,Yes
CUST1632,Male,0,Yes,Yes,30,Month-to-month,Electronic check,DSL,Yes,No,18.98,508.9,No
CUST1633,Male,0,Yes,Yes,54,One year,Electronic check,Fiber optic,Yes,No,99.39,5296.78,No
CUST1634,Female,1,Yes,Yes,11,Month-to-month,Bank transfer,Fiber optic,No,No,76.29,896.14,Yes
CUST1635,Female,0,No,Yes,10,One year,Mailed check,Fiber optic,Yes,No,118.58,1135.94,Yes
CUST1636,Male,0,No,No,71,Month-to-month,Credit card,DSL,No,No,78.12,5577.32,No
CUST1637,Male,0,Yes,No,31,Month-to-month,Electronic check,No,No,No,23.65,739.85,Yes
CUST1638,Female,1,Yes,Yes,56,Month-to-month,Credit card,DSL,Yes,No,23.17,1363.46,No
CUST1639,Female,1,Yes,Yes,37,Month-to-month,Bank transfer,DSL,Yes,Yes,108.08,4024.46,Yes
CUST1640,Female,0,Yes,No,59,Month-to-month,Mailed check,DSL,No,Yes,103.8,6122.67,Yes
CUST1641,Female,1,No,No,18,Month-to-month,Bank transfer,No,No,No,53.28,1062.1,No
CUST1642,Female,0,Yes,No,55,Month-to-month,Credit card,No,No,No,81.04,4498.36,No
CUST1643,Male,0,Yes,No,13,Month-to-month,Bank transfer,Fiber optic,No,No,67.94,910.96,Yes
CUST1644,Female,0,No,No,32,One year,Credit card,No,No,No,116.65,3698.67,No
CUST1645,Male,0,Yes,Yes,9,One year,Electronic check,DSL,No,No,114.9,976.77,Yes
CUST1646,Male,0,No,Yes,63,Month-to-month,Electronic check,No,Yes,No,118.35,7443.08,No
CUST1647,Male,0,Yes,No,63,Month-to-month,Bank transfer,DSL,No,No,106.38,6627.0,Yes
CUST1648,Female,0,No,No,61,Month-to-month,Electronic check,DSL,No,No,110.77,6740.87,Yes
CUST1649,Male,0,No,No,67,One year,Credit card,DSL,No,No,40.16,2730.77,No
CUST1650,Male,0,No,No,42,Month-to-month,Electronic check,Fiber optic,No,No,102.76,4365.01,No
CUST1651,Female,0,Yes,No,58,Month-to-month,Mailed check,Fiber optic,No,No,90.3,5220.3,Yes
CUST1652,Male,0,No,Yes,51,Month-to-month,Mailed check,Fiber optic,Yes,No,116.2,6073.0,Yes
CUST1653,Male,0,Yes,No,18,Two year,Bank transfer,No,No,No,76.27,1436.53,Yes
CUST1654,Female,0,Yes,Yes,20,Month-to-month,Bank transfer,Fiber optic,No,Yes,26.69,532.3,Yes
CUST1655,Male,1,Yes,Yes,21,One year,Bank transfer,DSL,No,Yes,78.93,1714.6,No
CUST1656,Male,0,Yes,No,8,Month-to-month,Bank transfer,Fiber optic,Yes,No,88.03,675.27,Yes
CUST1657,Male,0,No,No,8,Two year,Credit card,Fiber optic,No,No,40.47,336.46,No
CUST1658,Female,0,No,No,72,One year,Credit card,No,No,No,58.2,4172.37,No
CUST1659,Female,0,No,No,26,Month-to-month,Mailed check,Fiber optic,No,Yes,79.05,1994.71,No
CUST1660,Female,0,No,Yes,16,Two year,Credit card,Fiber optic,Yes,No,56.16,925.19,No
CUST1661,Male,0,No,Yes,43,Month-to-month,Electronic check,DSL,No,No,56.24,2418.02,Yes
CUST1662,Male,1,Yes,No,44,Two year,Mailed check,Fiber optic,Yes,No,31.57,1392.49,No
CUST1663,Female,0,Yes,No,7,Two year,Bank transfer,No,No,No,113.96,796.36,Yes
CUST1664,Male,1,No,No,17,Month-to-month,Bank transfer,DSL,No,No,94.55,,Yes
CUST1665,Male,1,Yes,No,32,One year,Credit card,No,Yes,No,18.13,659.58,No
CUST1666,Female,0,No,No,0,Month-to-month,Mailed check,Fiber optic,No,Yes,96.09,12.44,Yes
CUST1667,Female,1,Yes,No,5,Month-to-month,Credit card,DSL,No,No,93.46,453.95,Yes
CUST1668,Male,0,Yes,Yes,40,Month-to-month,Credit card,No,No,No,18.99,694.14,No
CUST1669,Male,0,Yes,No,54,One year,Credit card,Fiber optic,No,No,55.7,3077.97,No
CUST1670,Male,0,Yes,No,4,Month-to-month,Mailed check,DSL,No,No,79.89,365.43,Yes
CUST1671,Female,1,Yes,Yes,58,Month-to-month,Bank transfer,DSL,No,No,64.18,3722.52,No
CUST1672,Female,1,No,No,17,One year,Electronic check,DSL,No,No,97.35,1590.74,Yes
CUST1673,Female,0,Yes,No,48,Month-to-month,Bank transfer,No,No,No,61.4,3030.15,Yes
CUST1674,Female,0,No,No,64,Month-to-month,Mailed check,Fiber optic,No,Yes,33.69,2137.92,No
CUST1675,Male,0,Yes,Yes,53,Month-to-month,Bank transfer,No,Yes,Yes,117.59,6198.69,No
CUST1676,Female,0,Yes,No,60,Month-to-month,Bank transfer,DSL,No,No,42.69,2558.94,No
CUST1677,Female,0,Yes,Yes,7,Month-to-month,Electronic check,DSL,No,Yes,91.2,657.16,Yes
CUST1678,Female,0,No,No,2,Month-to-month,Bank transfer,DSL,No,No,32.6,56.77,No
CUST1679,Female,0,Yes,Yes,24,Two year,Bank transfer,Fiber optic,No,No,51.56,1068.08,Yes
CUST1680,Female,0,No,Yes,68,One year,Bank transfer,No,No,No,63.09,4302.6,No
CUST1681,Male,1,Yes,No,54,Month-to-month,Credit card,Fiber optic,No,No,37.61,2077.07,No
CUST1682,Male,0,No,No,39,Month-to-month,Mailed check,DSL,No,No,63.9,2447.55,No
CUST1683,Female,0,Yes,Yes,49,Month-to-month,Mailed check,No,No,No,34.03,1745.5,Yes
CUST1684,Male,0,No,Yes,32,One year,Electronic check,Fiber optic,Yes,Yes,75.02,2444.38,No
CUST1685,Female,1,No,No,17,Month-to-month,Credit card,DSL,No,Yes,85.7,1480.34,No
CUST1686,Female,1,No,No,56,Month-to-month,Credit card,No,No,No,24.37,1314.02,Yes
CUST1687,Male,0,Yes,No,15,Two year,Bank transfer,DSL,No,Yes,106.86,1616.84,No
CUST1688,Male,0,Yes,Yes,37,Month-to-month,Mailed check,DSL,No,No,36.88,1382.31,Yes
CUST1689,Female,0,Yes,No,40,Month-to-month,Electronic check,DSL,Yes,No,40.99,1635.5,Yes
CUST1690,Female,0,No,Yes,6,Two year,Credit card,Fiber optic,Yes,No,85.46,557.33,No
CUST1691,Female,0,No,Yes,52,One year,Bank transfer,Fiber optic,No,Yes,65.81,3404.08,No
CUST1692,Male,0,No,No,62,Month-to-month,Electronic check,DSL,No,No,68.94,4260.7,Yes
CUST1693,Female,0,Yes,No,31,One year,Credit card,DSL,No,Yes,31.07,929.85,No
CUST1694,Female,0,Yes,No,37,Month-to-month,Electronic check,Fiber optic,No,No,100.19,,Yes
CUST1695,Female,0,Yes,No,21,One year,Credit card,No,Yes,Yes,80.94,1692.24,No
CUST1696,Male,0,No,No,15,Month-to-month,Electronic check,Fiber optic,Yes,No,31.81,467.84,No
CUST1697,Female,0,No,No,51,Two year,Credit card,DSL,No,Yes,56.15,2852.1,No
CUST1698,Female,1,No,No,28,Two year,Credit card,DSL,No,Yes,100.66,2864.68,No
CUST1699,Male,0,Yes,Yes,15,Two year,Electronic check,DSL,No,No,75.97,1214.68,Yes
CUST1700,Female,1,No,Yes,16,Two year,Credit card,DSL,No,Yes,29.08,401.19,No
CUST1701,Female,0,No,No,63,Month-to-month,Credit card,Fiber optic,No,No,56.02,3603.23,No
CUST1702,Male,0,Yes,No,12,Month-to-month,Credit card,Fiber optic,Yes,Yes,42.75,546.72,No
CUST1703,Female,0,No,Yes,71,Month-to-month,Electronic check,Fiber optic,No,No,70.78,4980.73,Yes
CUST1704,Male,0,No,No,55,One year,Electronic check,Fiber optic,No,No,104.02,5704.61,Yes
CUST1705,Male,0,No,Yes,4,Two year,Credit card,DSL,Yes,Yes,62.5,264.2,No
CUST1706,Female,0,No,No,11,Month-to-month,Credit card,DSL,No,No,62.2,601.45,Yes
CUST1707,Female,0,Yes,Yes,40,Two year,Electronic check,Fiber optic,No,No,110.35,4409.66,No
CUST1708,Female,0,Yes,No,2,Two year,Bank transfer,DSL,No,Yes,76.77,179.82,No
CUST1709,Female,0,No,No,32,Two year,Credit card,DSL,No,Yes,75.75,2386.78,No
CUST1710,Male,0,Yes,Yes,49,Two year,Bank transfer,Fiber optic,No,No,44.71,2116.8,No
CUST1711,Female,0,No,No,55,Month-to-month,Electronic check,DSL,Yes,No,79.99,4409.38,Yes
CUST1712,Male,0,No,No,8,Month-to-month,Credit card,DSL,Yes,No,76.74,724.33,Yes
CUST1713,Female,0,No,No,49,Month-to-month,Bank transfer,No,Yes,No,58.48,2829.86,No
CUST1714,Female,0,No,No,28,Month-to-month,Electronic check,No,No,No,119.05,3299.05,Yes
CUST1715,Female,1,Yes,No,38,One year,Bank transfer,DSL,Yes,Yes,107.95,4092.08,No
CUST1716,Male,0,Yes,Yes,44,Two year,Mailed check,DSL,No,No,94.46,4234.73,No
CUST1717,Female,0,Yes,No,16,Two year,Electronic check,Fiber optic,Yes,No,72.81,1082.34,No
CUST1718,Female,1,Yes,Yes,55,One year,Mailed check,DSL,No,No,65.13,3620.64,No
CUST1719,Female,0,Yes,Yes,45,Month-to-month,Electronic check,Fiber optic,Yes,No,36.86,1635.15,Yes
CUST1720,Female,0,Yes,Yes,66,Month-to-month,Electronic check,DSL,No,No,49.19,3227.3,Yes
CUST1721,Male,0,No,No,68,Month-to-month,Credit card,DSL,Yes,No,96.94,6541.41,Yes
CUST1722,Female,0,No,No,13,Month-to-month,Mailed check,No,No,No,64.28,823.19,No
CUST1723,Male,0,Yes,Yes,66,Month-to-month,Mailed check,No,No,Yes,107.99,7078.28,No
CUST1724,Male,0,Yes,Yes,22,Month-to-month,Mailed check,DSL,No,Yes,33.09,700.86,Yes
CUST1725,Male,0,No,No,60,Month-to-month,Electronic check,DSL,Yes,No,69.85,,Yes
CUST1726,Male,0,Yes,Yes,22,Month-to-month,Mailed check,DSL,Yes,No,83.99,1761.08,Yes
CUST1727,Male,1,Yes,Yes,26,One year,Mailed check,DSL,No,Yes,70.72,1855.56,No
CUST1728,Male,0,Yes,Yes,53,Month-to-month,Credit card,No,No,No,108.7,5824.21,No
CUST1729,Female,0,No,No,9,Month-to-month,Bank transfer,Fiber optic,No,No,118.94,1231.95,Yes
CUST1730,Male,0,Yes,No,15,Month-to-month,Bank transfer,Fiber optic,No,Yes,29.82,493.53,Yes
CUST1731,Male,0,No,No,40,Two year,Mailed check,Fiber optic,No,No,31.26,1224.67,Yes
CUST1732,Male,0,Yes,No,54,Month-to-month,Mailed check,No,No,No,31.29,1590.48,No
CUST1733,Female,0,No,No,60,Month-to-month,Mailed check,No,No,No,87.48,5275.79,Yes
CUST1734,Female,0,Yes,No,48,One year,Mailed check,DSL,No,No,56.01,2615.85,No
CUST1735,Male,1,Yes,No,72,One year,Bank transfer,DSL,Yes,No,92.8,6641.24,No
CUST1736,Female,0,No,No,51,Two year,Credit card,Fiber optic,No,No,59.36,3071.66,No
CUST1737,Male,0,No,Yes,1,Month-to-month,Electronic check,Fiber optic,Yes,Yes,82.02,96.73,Yes
CUST1738,Male,0,No,Yes,49,Month-to-month,Mailed check,No,No,No,96.53,4683.52,No
CUST1739,Female,0,No,No,42,Month-to-month,Mailed check,Fiber optic,No,No,73.92,3019.32,Yes
CUST1740,Male,0,No,No,7,One year,Bank transfer,No,No,No,73.03,521.82,Yes
CUST1741,Female,0,No,No,58,Month-to-month,Mailed check,DSL,No,Yes,27.0,1582.78,No
CUST1742,Female,0,No,No,64,Month-to-month,Credit card,No,No,Yes,59.9,3908.79,No
CUST1743,Male,0,Yes,No,11,Month-to-month,Credit card,DSL,No,No,73.67,685.76,Yes
CUST1744,Male,0,Yes,Yes,3,Month-to-month,Mailed check,No,No,No,65.12,201.27,Yes
CUST1745,Female,0,Yes,No,40,Month-to-month,Bank transfer,DSL,Yes,No,109.88,4441.04,No
CUST1746,Male,0,No,No,6,One year,Mailed check,Fiber optic,Yes,No,110.47,641.81,Yes
CUST1747,Male,0,Yes,No,68,One year,Mailed check,No,No,No,101.84,6845.29,No
CUST1748,Male,0,Yes,No,68,Month-to-month,Bank transfer,Fiber optic,Yes,No,56.28,3780.8,Yes
CUST1749,Female,0,No,No,29,Month-to-month,Credit card,Fiber optic,No,No,91.16,2645.51,No
CUST1750,Female,0,No,Yes,72,One year,Electronic check,No,No,No,58.32,4174.69,Yes
CUST1751,Male,0,No,No,5,Month-to-month,Mailed check,Fiber optic,No,No,41.72,223.79,Yes
CUST1752,Female,0,Yes,Yes,18,Month-to-month,Credit card,Fiber optic,No,Yes,52.98,1017.61,Yes
CUST1753,Female,0,No,No,65,Month-to-month,Mailed check,DSL,No,Yes,25.24,1620.63,No
CUST1754,Female,1,Yes,No,9,One year,Electronic check,No,No,No,51.84,527.55,Yes
CUST1755,Female,0,Yes,No,15,Two year,Bank transfer,Fiber optic,No,No,65.0,969.22,Yes
CUST1756,Female,1,Yes,No,36,One year,Credit card,Fiber optic,Yes,No,115.46,,Yes
CUST1757,Male,0,Yes,No,31,Month-to-month,Electronic check,DSL,No,No,49.97,1543.21,No
CUST1758,Male,0,Yes,No,46,Month-to-month,Mailed check,Fiber optic,No,No,110.05,5080.54,Yes
CUST1759,Male,0,No,No,71,Two year,Electronic check,DSL,No,No,41.34,2962.08,No
CUST1760,Female,0,Yes,No,42,Month-to-month,Credit card,DSL,No,No,37.48,1606.25,No
CUST1761,Female,1,No,No,35,Two year,Bank transfer,Fiber optic,No,Yes,70.94,2483.06,No
CUST1762,Male,0,No,No,25,Two year,Mailed check,DSL,No,No,86.6,1998.46,No
CUST1763,Female,0,Yes,Yes,9,Month-to-month,Bank transfer,DSL,No,No,22.52,232.46,No
CUST1764,Male,0,No,No,30,Two year,Bank transfer,Fiber optic,No,No,40.55,1117.99,No
CUST1765,Male,0,Yes,No,28,Month-to-month,Electronic check,DSL,Yes,No,64.48,1775.1,Yes
CUST1766,Male,0,No,Yes,4,Two year,Electronic check,DSL,No,Yes,51.76,87.48,No
CUST1767,Female,0,Yes,Yes,0,Month-to-month,Credit card,DSL,No,No,90.69,84.93,Yes
CUST1768,Female,0,Yes,Yes,2,Month-to-month,Credit card,Fiber optic,Yes,No,70.14,161.15,Yes
CUST1769,Male,0,Yes,No,66,One year,Bank transfer,Fiber optic,No,No,34.36,2251.47,No
CUST1770,Male,0,No,No,70,One year,Credit card,Fiber optic,Yes,No,109.24,7717.75,No
CUST1771,Male,0,No,No,34,Month-to-month,Bank transfer,DSL,No,No,47.88,1654.52,No
CUST1772,Male,1,Yes,Yes,14,One year,Mailed check,DSL,No,No,92.58,1302.35,Yes
CUST1773,Female,1,No,No,66,Month-to-month,Bank transfer,DSL,No,Yes,97.55,6458.06,Yes
CUST1774,Female,0,No,Yes,29,Month-to-month,Credit card,Fiber optic,No,No,116.24,3351.86,Yes
CUST1775,Male,0,No,No,42,Month-to-month,Credit card,No,Yes,No,68.85,2829.72,No
CUST1776,Male,0,No,No,59,Month-to-month,Bank transfer,DSL,Yes,No,80.82,4816.42,No
CUST1777,Female,0,No,Yes,39,Month-to-month,Electronic check,DSL,No,No,52.16,2030.69,No
CUST1778,Female,0,No,No,64,Month-to-month,Bank transfer,DSL,No,No,87.17,5490.92,No
CUST1779,Male,1,No,Yes,28,Month-to-month,Bank transfer,Fiber optic,No,No,65.27,1852.93,Yes
CUST1780,Male,0,Yes,No,18,Month-to-month,Electronic check,Fiber optic,No,Yes,62.64,1129.56,No
CUST1781,Male,1,Yes,No,2,Month-to-month,Mailed check,Fiber optic,No,No,105.26,295.51,Yes
CUST1782,Female,0,Yes,No,35,Two year,Electronic check,No,No,Yes,23.12,822.63,No
CUST1783,Female,0,No,Yes,42,Month-to-month,Credit card,Fiber optic,No,Yes,107.96,4475.27,Yes
CUST1784,Female,0,No,Yes,14,Two year,Electronic check,DSL,Yes,No,104.91,1379.23,No
CUST1785,Male,1,Yes,No,40,One year,Credit card,DSL,No,Yes,69.65,2849.21,No
CUST1786,Male,0,No,Yes,35,One year,Credit card,Fiber optic,No,No,68.0,2376.82,Yes
CUST1787,Female,0,Yes,No,32,One year,Bank transfer,Fiber optic,Yes,No,54.9,1713.51,Yes
CUST1788,Female,0,Yes,No,4,Two year,Bank transfer,Fiber optic,No,No,119.41,441.66,Yes
CUST1789,Male,0,No,Yes,13,Month-to-month,Mailed check,Fiber optic,No,No,29.34,446.34,Yes
CUST1790,Female,0,Yes,Yes,67,Month-to-month,Credit card,Fiber optic,No,No,78.2,5262.99,No
CUST1791,Female,0,Yes,No,46,One year,Bank transfer,No,No,No,87.53,4081.24,Yes
CUST1792,Male,0,No,No,53,One year,Credit card,Fiber optic,Yes,No,113.3,6017.16,No
CUST1793,Female,0,No,No,3,Two year,Mailed check,Fiber optic,No,Yes,97.58,250.91,Yes
CUST1794,Male,0,Yes,No,8,Month-to-month,Credit card,DSL,Yes,No,83.67,758.69,Yes
CUST1795,Male,0,No,No,52,One year,Mailed check,Fiber optic,No,No,29.91,1535.77,No
CUST1796,Male,0,No,Yes,59,Month-to-month,Mailed check,No,No,No,56.12,3351.3,No
CUST1797,Male,0,Yes,No,45,Month-to-month,Mailed check,Fiber optic,No,No,32.16,1501.41,No
CUST1798,Male,0,Yes,No,53,Month-to-month,Bank transfer,Fiber optic,Yes,No,107.88,5717.95,Yes
CUST1799,Male,0,No,Yes,36,One year,Electronic check,Fiber optic,No,No,94.46,3344.9,Yes
CUST1800,Male,1,Yes,Yes,22,Two year,Electronic check,DSL,No,No,95.27,2062.03,No
CUST1801,Female,0,No,Yes,26,Month-to-month,Bank transfer,Fiber optic,No,No,84.53,2231.64,Yes
CUST1802,Male,0,No,Yes,69,Two year,Credit card,DSL,No,No,69.72,4837.37,No
CUST1803,Male,0,No,No,65,Month-to-month,Bank transfer,No,Yes,No,33.3,2229.53,Yes
CUST1804,Female,0,Yes,No,60,Month-to-month,Credit card,No,No,Yes,51.63,3154.76,No
CUST1805,Female,0,No,Yes,50,Month-to-month,Mailed check,DSL,No,No,31.97,1550.85,Yes
CUST1806,Female,0,Yes,No,49,Month-to-month,Bank transfer,DSL,No,No,91.94,4577.24,Yes
